age,gender,Mstatus,gradStud,trans,Flang ,Haddress,Hestatus,Plive,Fsize,Fsupport,Osupport,Medu,Fedu, Fjob,Mjob,Rclass,EIRR,PCGA,CCmember,OCmember,Mactivity,Dactivity,Aconsum,Efriend,Srec,Sother,Eresult,Hresult,Presult,gpa,tutor,Itutor,absent,Alab,Fread,Gstudy,Gwork,labInf ,IntUse,handout,refbook,lecture,internet,Edevice,advisor,uniInterest,progInterest,uniLike,deptLike
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,large,No,No,Primary education,Secondary education,Merchant,Merchant,Supportive,Yes,Very often,Often,Often,Never,Never,Low,High,Very High,Very High,85-100,3.50- 4.00,350-399,2.50-2.99,Yes,Yes,Sometimes,Sometimes,5_6,Medium,Medium,No,Usually,No,Yes,No,No,No,Never,Yes,Yes,No,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Secondary education,Primary education,Farmer,Housewife,Friendly,Yes,Very often,Often,Never,Often,Very often,Low,Medium,Medium,Low,55-69,2.50-2.99,450-499,3.00-3.49,Yes,Yes,Usually,Usually,5_6,Low,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Higher education,law,Merchant,Supportive,Yes,Occasionally,Never,Never,Occasionally,Very often,Medium,High,Medium,Low,Less than 55,3.00-3.49,400-449,2.50-2.99,No,Yes,Sometimes,Sometimes,5_6,Medium,Medium,No,Sometimes,Yes,No,No,Yes,Yes,Sometimes,No,No,No,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Higher education,Teacher,Housewife,Friendly,No,Never,Never,Very often,Very often,Never,Low,Low,Low,Low,Less than 55,3.00-3.49,400-449,3.00-3.49,Yes,No,Sometimes,Always   ,5_6,Medium,High ,No,Sometimes,Yes,No,No,No,Yes,Sometimes,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Very often,Often,Occasionally,Never,Never,Low,Medium,High,Very High,85-100,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Sometimes,Always   ,5_6,High ,High ,Yes,Always   ,Yes,No,No,No,Yes,Always ,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Secondary education,Secondary education,Merchant,Housewife,Friendly,No,Never,Occasionally,Never,Occasionally,Often,Low,Medium,Low,High,55-69,Less than 2.50,400-449,Less than 2.00,Yes,Yes,Never,Sometimes,5_6,Medium,Medium,Yes,Sometimes,No,No,Yes,No,Yes,Sometimes,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Occasionally,Occasionally,Never,Low,Medium,High,High,70-84,3.50- 4.00,400-449,3.50- 4.00,No,No,Sometimes,Always   ,1_2,Medium,High ,No,Never,No,No,Yes,No,Yes,Sometimes,No,Yes,neutral,Yes
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Higher education,Higher education,Health care related,Health care related,Friendly,No,Never,Never,Never,Occasionally,Never,Medium,High,Very High,Very High,55-69,3.50- 4.00,400-449,3.50- 4.00,No,No,Always   ,Always   ,3_4,Medium,Medium,No,Always   ,Yes,No,No,No,Yes,Never,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Primary education,Primary education,Merchant,Merchant,Friendly,Yes,Never,Never,Occasionally,Never,Never,Low,Medium,Medium,Low,85-100,3.50- 4.00,500-549,3.50- 4.00,No,No,Never,Never,1_2,Low,Medium,Yes,Never,Yes,No,Yes,No,Yes,Always ,No,No,No,No
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Never,Never,Occasionally,Often,Low,Medium,Medium,Low,85-100,3.00-3.49,400-449,3.00-3.49,No,No,Usually,Usually,1_2,Medium,Medium,No,Sometimes,No,No,Yes,No,Yes,Sometimes,No,Yes,Yes,Yes
20 – 23,Male,Married,No,Yes,Amharic,Urban,Good,Yes,small,Yes,Yes,Primary education,Primary education,Merchant,Merchant,Friendly,No,Occasionally,Never,Occasionally,Never,Never,Low,Low,High,Medium,55-69,2.50-2.99,350-399,3.50- 4.00,No,Yes,Never,Sometimes,1_2,Medium,Medium,Yes,Sometimes,No,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Very often,Very often,Very often,Very often,Very often,Low,High,High,High,85-100,3.00-3.49,350-399,2.00-2.49,Yes,Yes,Usually,Usually,5_6,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Teacher,Health care related,Supportive,No,Occasionally,Very often,Very often,Often,Never,Low,Low,High,Medium,70-84,3.50- 4.00,400-449,3.00-3.49,No,Yes,Sometimes,Usually,1_2,High ,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Bad,Yes,medium,Yes,Yes,Primary education,Primary education,Merchant,Housewife,Friendly,Yes,Never,Never,Occasionally,Very often,Occasionally,High,High,High,Low,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Usually,Always   ,1_2,Medium,Medium,No,Sometimes,Yes,No,No,No,Yes,Usually,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Secondary education,Secondary education,Farmer,Housewife,Friendly,Yes,Often,Never,Occasionally,Very often,Very often,Low,Medium,High,Very High,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Medium,Yes,Sometimes,No,No,No,Yes,Yes,Always ,No,Yes,neutral,Yes
20 – 23,Male,Single,No,Yes,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Medium,Low,Medium,Low,70-84,2.50-2.99,400-449,2.50-2.99,Yes,Yes,Always   ,Always   ,3_4,Medium,Medium,Yes,Always   ,Yes,No,No,No,Yes,Always ,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Afaan Oromo,Rural,Good,Yes,medium,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Occasionally,Never,High,Very High,High,Medium,85-100,3.50- 4.00,400-449,3.50- 4.00,Yes,Yes,Usually,Always   ,3_4,Medium,High ,Yes,Usually,No,Yes,No,No,Yes,Always ,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Tigrigna,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Medium,Low,Low,70-84,3.00-3.49,400-449,2.50-2.99,No,No,Never,Never,1_2,Medium,Medium,No,Always   ,Yes,No,No,No,No,Sometimes,No,Yes,No,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Low,Medium,High,55-69,2.50-2.99,400-449,2.50-2.99,Yes,Yes,Always   ,Never,5_6,High ,High ,Yes,Always   ,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Never,Low,Medium,High,High,55-69,3.00-3.49,400-449,3.00-3.49,Yes,No,Sometimes,Always   ,5_6,Medium,Medium,Yes,Always   ,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Health care related,Friendly,Yes,Never,Occasionally,Often,Occasionally,Very often,Low,High,Medium,Medium,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Medium,Medium,Medium,55-69,3.00-3.49,400-449,2.50-2.99,No,Yes,Never,Sometimes,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Never,No,No,No,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Often,Low,Medium,High,Low,Less than 55,3.00-3.49,400-449,2.50-2.99,No,No,Never,Sometimes,1_2,Medium,Medium,No,Sometimes,Yes,No,No,No,Yes,Sometimes,No,Yes,No,neutral
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Secondary education,Secondary education,Merchant,Housewife,Friendly,Yes,Never,Very often,Often,Occasionally,Occasionally,Low,Low,Medium,Medium,70-84,3.00-3.49,350-399,2.50-2.99,Yes,Yes,Sometimes,Usually,3_4,Medium,High ,No,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Never,High,Medium,High,Low,70-84,3.00-3.49,350-399,2.50-2.99,No,No,Sometimes,Usually,3_4,Medium,High ,No,Always   ,Yes,No,No,No,No,Sometimes,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Very often,Often,Occasionally,Low,Medium,Medium,Very High,55-69,3.50- 4.00,450-499,2.00-2.49,Yes,Yes,Sometimes,Always   ,1_2,High ,Medium,No,Sometimes,Yes,No,No,No,Yes,Usually,Yes,No,neutral,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,small,No,No,Secondary education,Secondary education,Merchant,Housewife,Friendly,No,Occasionally,Never,Never,Never,Never,Low,Medium,Low,Medium,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Usually,Sometimes,1_2,Medium,High ,Yes,Never,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,neutral
24 – 29,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Merchant,Housewife,Friendly,Yes,Occasionally,Occasionally,Occasionally,Never,Never,High,Medium,Low,Medium,85-100,3.00-3.49,400-449,3.50- 4.00,No,Yes,Never,Sometimes,3_4,Low,Medium,No,Never,Yes,No,No,No,Yes,Sometimes,Yes,No,No,No
24 – 29,Male,Single,Yes,No,Tigrigna,Urban,Good,Yes,medium,Yes,No,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Occasionally,Occasionally,Occasionally,Occasionally,Medium,Low,Very High,Very High,55-69,3.50- 4.00,400-449,2.50-2.99,No,No,Never,Never,1_2,Low,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,No,No,Yes,Yes
24 – 29,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,Not educated,Farmer,Housewife,Supportive,No,Often,Occasionally,Never,Often,Occasionally,Medium,High,High,Low,70-84,3.00-3.49,400-449,2.50-2.99,Yes,No,Always   ,Sometimes,5_6,Medium,Low,Yes,Never,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,No,Secondary education,Primary education,Merchant,Housewife,Friendly,No,Occasionally,Occasionally,Occasionally,Never,Occasionally,Low,Medium,Very High,Low,70-84,3.00-3.49,350-399,3.00-3.49,Yes,Yes,Sometimes,Always   ,5_6,Medium,High ,Yes,Always   ,No,No,No,Yes,Yes,Usually,Yes,Yes,Yes,Yes
24 – 29,Female,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,No,Secondary education,Higher education,Teacher,Housewife,Friendly,No,Never,Never,Occasionally,Occasionally,Very often,Low,High,High,Medium,85-100,3.00-3.49,450-499,3.00-3.49,No,Yes,Sometimes,Always   ,1_2,Low,High ,Yes,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,large,No,No,Primary education,Higher education,Merchant,Housewife,Friendly,Yes,Occasionally,Occasionally,Occasionally,Often,Often,Very High,Very High,Very High,Very High,85-100,3.50- 4.00,450-499,3.00-3.49,Yes,No,Usually,Usually,>8 ,Medium,Medium,Yes,Usually,No,Yes,No,No,Yes,Sometimes,No,No,No,No
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,Not educated,Merchant,Merchant,Friendly,Yes,Occasionally,Never,Never,Occasionally,Occasionally,Low,High,High,Medium,85-100,3.50- 4.00,450-499,3.00-3.49,Yes,Yes,Sometimes,Usually,5_6,Medium,Low,Yes,Usually,No,Yes,No,No,Yes,Usually,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Higher education,Higher education,Teacher,Teacher,Friendly,Yes,Never,Occasionally,Occasionally,Occasionally,Very often,Low,Medium,High,Very High,85-100,3.50- 4.00,500-549,3.50- 4.00,Yes,Yes,Never,Always   ,3_4,Medium,Medium,Yes,Usually,No,No,Yes,No,Yes,Usually,No,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Rural,Good,Yes,medium,No,Yes,not educated,Not educated,Farmer,Housewife,Friendly,Yes,Occasionally,Often,Very often,Often,Never,Low,Medium,Very High,Medium,85-100,3.00-3.49,450-499,3.50- 4.00,Yes,Yes,Sometimes,Never,1_2,Medium,High ,Yes,Always   ,No,No,Yes,No,Yes,Always ,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Urban,Bad,Yes,large,Yes,Yes,not educated,Not educated,Farmer,Housewife,Friendly,No,Never,Occasionally,Never,Never,Never,Low,Low,High,High,85-100,3.00-3.49,450-499,2.50-2.99,Yes,Yes,Never,Sometimes,3_4,Medium,Low,Yes,Never,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,No,Secondary education,Secondary education,Merchant,Housewife,Friendly,No,Never,Occasionally,Occasionally,Occasionally,Never,Low,Low,Very High,High,Less than 55,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Usually,Always   ,1_2,Medium,Medium,No,Usually,Yes,No,No,No,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,Secondary education,Primary education,Merchant,Merchant,Friendly,Yes,Very often,Never,Never,Occasionally,Often,Low,Medium,High,Low,70-84,3.00-3.49,400-449,3.50- 4.00,No,Yes,Never,Usually,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Higher education,Higher education,Health care related,Teacher,Friendly,Yes,Never,Often,Very often,Never,Never,Low,Low,Medium,Low,70-84,Less than 2.50,450-499,2.50-2.99,Yes,Yes,Usually,Always   ,3_4,Medium,High ,Yes,Always   ,No,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,Yes,Amharic,Urban,Bad,Yes,medium,Yes,Yes,Secondary education,Primary education,Merchant,Merchant,Friendly,Yes,Occasionally,Often,Never,Never,Never,Low,High,Very High,Low,70-84,3.00-3.49,400-449,3.00-3.49,No,Yes,Sometimes,Sometimes,1_2,Medium,Medium,Yes,Always   ,No,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Higher education,Farmer,Housewife,Friendly,Yes,Never,Often,Occasionally,Never,Often,Very High,Low,Medium,Medium,70-84,2.50-2.99,400-449,3.00-3.49,Yes,No,Sometimes,Usually,3_4,High ,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Health care related,Merchant,Friendly,Yes,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Medium,Low,Low,Medium,70-84,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,Low,Medium,Yes,Never,Yes,No,No,No,Yes,Sometimes,Yes,No,No,neutral
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,No,not educated,Primary education,Merchant,Merchant,Friendly,No,Never,Never,Never,Occasionally,Very often,Low,High,Medium,Very High,85-100,3.50- 4.00,400-449,2.50-2.99,No,No,Usually,Always   ,1_2,Medium,Low,No,Always   ,No,No,No,Yes,Yes,Sometimes,Yes,No,No,No
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Higher education,Higher education,Farmer,Health care related,Friendly,Yes,Very often,Often,Occasionally,Often,Never,Low,Medium,Low,Low,70-84,2.50-2.99,500-549,3.00-3.49,Yes,Yes,Sometimes,Sometimes,3_4,Low,Medium,No,Sometimes,Yes,No,No,No,Yes,Usually,Yes,No,No,No
24 – 29,Female,Single,Yes,No,Amharic,Urban,Good,No,medium,Yes,Yes,Primary education,Not educated,Merchant,Housewife,Friendly,Yes,Often,Often,Occasionally,Occasionally,Never,Low,Low,High,Low,85-100,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Low,Medium,No,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Secondary education,Higher education,Police,Merchant,Friendly,Yes,Often,Never,Never,Often,Never,Low,Medium,Medium,Very High,70-84,3.00-3.49,400-449,3.50- 4.00,Yes,Yes,Never,Never,7_8,Low,High ,No,Always   ,No,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Female,Single,Yes,No,Amharic,Rural,Good,Yes,large,Yes,No,Higher education,Higher education,Health care related,Teacher,Sense of belonging,Yes,Occasionally,Never,Occasionally,Very often,Occasionally,Low,Medium,Very High,Very High,55-69,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Medium,Medium,Yes,Usually,No,Yes,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Higher education,Secondary education,Merchant,Teacher,Supportive,No,Often,Very often,Very often,Never,Never,Medium,Low,Medium,Medium,85-100,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Never,Sometimes,1_2,Low,Low,Yes,Sometimes,No,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,No
24 – 29,Male,Married,Yes,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,Not educated,Farmer,Housewife,Supportive,Yes,Occasionally,Often,Never,Often,Very often,Medium,High,High,Low,85-100,3.00-3.49,500-549,2.50-2.99,Yes,Yes,Sometimes,Never,3_4,Low,Medium,No,Sometimes,No,Yes,No,No,Yes,Sometimes,No,No,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,not educated,Not educated,Farmer,Merchant,Supportive,Yes,Never,Occasionally,Occasionally,Occasionally,Occasionally,Low,Medium,Medium,Low,55-69,3.00-3.49,400-449,3.00-3.49,No,Yes,Never,Usually,3_4,Medium,Low,No,Never,No,Yes,No,No,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Rural,Good,Yes,medium,No,Yes,Primary education,Primary education,Merchant,Merchant,Friendly,No,Very often,Occasionally,Often,Very often,Very often,High,Medium,Very High,High,85-100,3.00-3.49,550-599,3.00-3.49,Yes,Yes,Sometimes,Sometimes,7_8,Medium,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Primary education,Merchant,Merchant,Friendly,Yes,Occasionally,Occasionally,Never,Never,Very often,High,Medium,Low,Medium,70-84,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Sometimes,Sometimes,3_4,Low,Low,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,Yes,No,No
20 – 23,Female,Single,No,No,Amharic,Urban,Bad,Yes,medium,Yes,No,Higher education,Higher education,Teacher,Merchant,Supportive,Yes,Never,Occasionally,Occasionally,Occasionally,Occasionally,Low,Low,Medium,Medium,85-100,3.50- 4.00,400-449,3.00-3.49,No,No,Sometimes,Never,3_4,Medium,Low,No,Sometimes,No,Yes,No,No,Yes,Never,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Bad,Yes,medium,Yes,Yes,Primary education,Primary education,Police,Teacher,Friendly,Yes,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Low,Low,Medium,Medium,85-100,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Low,Low,No,Never,Yes,No,No,No,No,Never,Yes,Yes,Yes,No
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Merchant,Merchant,Friendly,Yes,Occasionally,Never,Often,Never,Occasionally,Medium,Low,Low,Medium,70-84,3.50- 4.00,400-449,2.50-2.99,Yes,Yes,Sometimes,Never,5_6,Low,Low,No,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,No,No
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,small,Yes,No,Secondary education,Secondary education,Merchant,Housewife,Friendly,Yes,Never,Occasionally,Never,Often,Never,Low,Medium,Medium,Low,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Sometimes,Always   ,3_4,Medium,Medium,No,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,Yes,neutral,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,small,Yes,No,Higher education,Higher education,Health care related,,Friendly,Yes,Occasionally,Occasionally,Never,Never,Occasionally,Low,Medium,Low,,70-84,3.00-3.49,450-499,3.00-3.49,No,No,Never,Sometimes,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Never,No,Yes,No,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,small,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Never,Very often,Never,Low,Low,Medium,Low,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Always   ,7_8,Medium,Medium,No,Usually,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Never,Never,Never,Low,High,High,Medium,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Never,>8 ,Medium,High ,No,Usually,No,No,No,Yes,Yes,Sometimes,Yes,Yes,neutral,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Bad,Yes,medium,No,No,Primary education,Higher education,Merchant,Housewife,Uninvolved,No,Never,Never,Never,Never,Never,Low,Low,Medium,Medium,55-69,3.00-3.49,450-499,2.00-2.49,No,No,Never,Never,1_2,Medium,Medium,No,Sometimes,Yes,No,No,No,No,Never,Yes,No,Yes,No
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Primary education,Primary education,Merchant,Housewife,Friendly,No,Never,Never,Never,Very often,Never,Low,Low,Very High,Medium,70-84,3.00-3.49,450-499,2.50-2.99,No,No,Never,Usually,7_8,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Never,No,No,No,No
24 – 29,Male,Single,No,No,Amharic,Rural,Good,No,small,No,No,Primary education,Primary education,Health care related,Housewife,Friendly,No,Often,Occasionally,Very often,Occasionally,Never,Low,Low,Very High,Medium,85-100,3.50- 4.00,450-499,3.50- 4.00,No,Yes,Never,Always   ,1_2,Low,High ,No,Usually,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,No,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Supportive,No,Never,Often,Never,Never,Never,Low,Low,Very High,Very High,85-100,3.00-3.49,Less than 350  ,3.00-3.49,No,Yes,Always   ,Always   ,5_6,Low,Medium,Yes,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,Yes,No,Yes
20 – 23,Female,Married,No,No,Amharic,Urban,Good,Yes,medium,No,No,Secondary education,Primary education,Teacher,Merchant,Supportive,Yes,Never,Never,Never,Occasionally,Never,Low,Medium,Medium,Low,85-100,2.50-2.99,650 – 700,2.00-2.49,No,No,Sometimes,Usually,1_2,Low,Medium,No,Never,No,No,Yes,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,Yes,No,Afaan Oromo,Urban,Good,Yes,medium,Yes,No,Primary education,Secondary education,Farmer,Housewife,Friendly,Yes,Never,Never,Occasionally,Never,Occasionally,Low,Medium,Low,Very High,Less than 55,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Sometimes,Usually,1_2,High ,Medium,Yes,Always   ,No,Yes,No,No,Yes,Usually,Yes,No,Yes,Yes
24 – 29,Male,Single,Yes,No,Amharic,Urban,Good,Yes,medium,No,No,Primary education,Higher education,Farmer,Health care related,Friendly,Yes,Occasionally,Never,Occasionally,Occasionally,Never,Low,Medium,Low,Very High,70-84,3.00-3.49,Less than 350  ,3.50- 4.00,No,No,Usually,Sometimes,7_8,High ,Medium,No,Sometimes,No,Yes,No,No,Yes,Never,No,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Bad,Yes,medium,Yes,Yes,Higher education,Higher education,Teacher,Teacher,Friendly,Yes,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,High,High,High,Low,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Sometimes,Sometimes,3_4,Medium,Medium,Yes,Sometimes,No,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,Yes,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Secondary education,Merchant,Housewife,Supportive,Yes,Never,Never,Never,Occasionally,Never,Medium,High,High,Medium,85-100,3.50- 4.00,450-499,2.50-2.99,Yes,No,Never,Usually,3_4,Medium,Low,Yes,Never,No,Yes,No,No,Yes,Sometimes,Yes,Yes,neutral,Yes
